RAT,1
OX,1
TIGER,2
RABBIT,1
DRAGON,1
SNAKE,1
HORSE,1
GOAT,2
MONKEY,6
ROOSTER,1
DOG,1
BOAR,1
ARIES,2
TAURUS,1
GEMINI,1
CANGER,1
LEO,1
VIRGO,1
LIBRA,1
SCORPIO,2
SAGITTARIUS,1
CAPRICORN,1
AQUARIUS,1
PISCES,1
